,Date,DateLabel,Delay_Types,Sums_in_mins,Delayed_Flights,Total_Flights,DelayAve_in_mins,delayAve_by_Year,delayAve_delta
522,1/06/2010,Jun-10,late aircraft,2854716,120007,551687,23.78791237,20.89279415,1.65660967
523,1/07/2010,Jul-10,late aircraft,2889404,122900,570788,23.51020342,20.89279415,1.65660967
524,1/08/2010,Aug-10,late aircraft,2099758,97597,569217,21.51457524,20.89279415,1.65660967
525,1/09/2010,Sep-10,late aircraft,1312022,72738,526107,18.03764195,20.89279415,1.65660967
526,1/10/2010,Oct-10,late aircraft,1697742,82391,545519,20.60591569,20.89279415,1.65660967
527,1/11/2010,Nov-10,late aircraft,1542877,83138,520999,18.55802401,20.89279415,1.65660967
528,1/12/2010,Dec-10,late aircraft,3014141,129763,539382,23.22804652,20.89279415,1.65660967
529,1/01/2011,Jan-11,late aircraft,2042602,97078,494400,21.04083314,22.31200564,1.41921149
530,1/02/2011,Feb-11,late aircraft,2049487,92709,455516,22.1066671,22.31200564,1.41921149
531,1/03/2011,Mar-11,late aircraft,2321420,101542,526687,22.861673,22.31200564,1.41921149
532,1/04/2011,Apr-11,late aircraft,2634299,112528,507024,23.41016458,22.31200564,1.41921149
533,1/05/2011,May-11,late aircraft,2612917,107145,520612,24.3867376,22.31200564,1.41921149
534,1/06/2011,Jun-11,late aircraft,2773488,111137,528588,24.95557735,22.31200564,1.41921149
535,1/07/2011,Jul-11,late aircraft,2886690,110478,547219,26.12909358,22.31200564,1.41921149
536,1/08/2011,Aug-11,late aircraft,2319010,96632,541442,23.99836493,22.31200564,1.41921149
537,1/09/2011,Sep-11,late aircraft,1498751,73512,487468,20.38784144,22.31200564,1.41921149
538,1/10/2011,Oct-11,late aircraft,1299193,68219,504397,19.0444451,22.31200564,1.41921149
539,1/11/2011,Nov-11,late aircraft,1262904,66279,478040,19.05436111,22.31200564,1.41921149
540,1/12/2011,Dec-11,late aircraft,1479004,72613,493888,20.36830871,22.31200564,1.41921149
541,1/01/2012,Jan-12,late aircraft,1455120,70908,486133,20.52123879,22.7526801,0.44067446
542,1/02/2012,Feb-12,late aircraft,1129731,58987,464826,19.15220303,22.7526801,0.44067446
543,1/03/2012,Mar-12,late aircraft,1967898,86476,521628,22.75657986,22.7526801,0.44067446
544,1/04/2012,Apr-12,late aircraft,1326988,63639,505218,20.85180471,22.7526801,0.44067446
545,1/05/2012,May-12,late aircraft,1770914,80453,518423,22.01178328,22.7526801,0.44067446
546,1/06/2012,Jun-12,late aircraft,2329067,94684,526933,24.59831651,22.7526801,0.44067446
547,1/07/2012,Jul-12,late aircraft,3345433,121396,545131,27.55801674,22.7526801,0.44067446
548,1/08/2012,Aug-12,late aircraft,2683506,104434,540793,25.69571212,22.7526801,0.44067446
549,1/09/2012,Sep-12,late aircraft,1697951,77075,490199,22.02985404,22.7526801,0.44067446
550,1/10/2012,Oct-12,late aircraft,1807055,86545,515254,20.87994685,22.7526801,0.44067446
551,1/11/2012,Nov-12,late aircraft,1425403,63834,488006,22.3298399,22.7526801,0.44067446
552,1/12/2012,Dec-12,late aircraft,2630486,106727,494218,24.64686537,22.7526801,0.44067446
553,1/01/2013,Jan-13,late aircraft,1845040,88210,509519,20.91644938,23.37425901,0.62157891
554,1/02/2013,Feb-13,late aircraft,1762843,83565,469746,21.09547059,23.37425901,0.62157891
555,1/03/2013,Mar-13,late aircraft,2356192,101743,552312,23.15827133,23.37425901,0.62157891
556,1/04/2013,Apr-13,late aircraft,2795392,111306,536393,25.11447721,23.37425901,0.62157891
557,1/05/2013,May-13,late aircraft,2563182,105278,548642,24.3467961,23.37425901,0.62157891
558,1/06/2013,Jun-13,late aircraft,4158715,143184,552141,29.04455107,23.37425901,0.62157891
559,1/07/2013,Jul-13,late aircraft,3758093,142559,571623,26.3616678,23.37425901,0.62157891
560,1/08/2013,Aug-13,late aircraft,2647163,112650,562921,23.49900577,23.37425901,0.62157891
561,1/09/2013,Sep-13,late aircraft,1729915,77134,510806,22.42739907,23.37425901,0.62157891
562,1/10/2013,Oct-13,late aircraft,1609252,81338,535344,19.78475006,23.37425901,0.62157891
563,1/11/2013,Nov-13,late aircraft,1619559,77352,503296,20.93751939,23.37425901,0.62157891
564,1/12/2013,Dec-13,late aircraft,3450689,144958,516739,23.80475034,23.37425901,0.62157891
565,1/01/2014,Jan-14,late aircraft,3243417,119994,471949,27.02982649,23.54483664,0.17057763
566,1/02/2014,Feb-14,late aircraft,2394565,101440,430602,23.60572752,23.54483664,0.17057763
567,1/03/2014,Mar-14,late aircraft,2292184,102297,503758,22.40714781,23.54483664,0.17057763
568,1/04/2014,Apr-14,late aircraft,2058940,91806,483499,22.42707448,23.54483664,0.17057763
569,1/05/2014,May-14,late aircraft,2549799,104145,499278,24.4831629,23.54483664,0.17057763
570,1/06/2014,Jun-14,late aircraft,3405382,129706,502617,26.25462199,23.54483664,0.17057763
571,1/07/2014,Jul-14,late aircraft,2937179,117151,520880,25.07173648,23.54483664,0.17057763
572,1/08/2014,Aug-14,late aircraft,2553660,105706,507491,24.15813672,23.54483664,0.17057763
573,1/09/2014,Sep-14,late aircraft,1693425,81178,469489,20.86063958,23.54483664,0.17057763
574,1/10/2014,Oct-14,late aircraft,1989656,92285,491011,21.55990681,23.54483664,0.17057763
575,1/11/2014,Nov-14,late aircraft,1846457,84657,462054,21.81103748,23.54483664,0.17057763
576,1/12/2014,Dec-14,late aircraft,2519320,110163,477183,22.86902136,23.54483664,0.17057763
577,1/01/2015,Jan-15,late aircraft,2183865,95951,469968,22.76021094,23.10336168,-0.44147496
578,1/02/2015,Feb-15,late aircraft,2157918,95179,429191,22.6722071,23.10336168,-0.44147496
579,1/03/2015,Mar-15,late aircraft,2156090,95452,504312,22.58821188,23.10336168,-0.44147496
580,1/04/2015,Apr-15,late aircraft,1785437,82247,485151,21.70823252,23.10336168,-0.44147496
581,1/05/2015,May-15,late aircraft,2172521,89645,496993,24.23471471,23.10336168,-0.44147496
582,1/06/2015,Jun-15,late aircraft,3055836,115742,503897,26.40213578,23.10336168,-0.44147496
583,1/07/2015,Jul-15,late aircraft,2782381,107627,520718,25.85207244,23.10336168,-0.44147496
584,1/08/2015,Aug-15,late aircraft,2244485,94113,510536,23.84883066,23.10336168,-0.44147496
585,1/09/2015,Sep-15,late aircraft,1185164,60061,464946,19.73267178,23.10336168,-0.44147496
586,1/10/2015,Oct-15,late aircraft,1194257,60079,486165,19.87811049,23.10336168,-0.44147496
587,1/11/2015,Nov-15,late aircraft,1505055,70571,467972,21.3268198,23.10336168,-0.44147496
588,1/12/2015,Dec-15,late aircraft,2538922,96772,479230,26.23612202,23.10336168,-0.44147496
589,1/01/2016,Jan-16,late aircraft,1533564,70882,445827,21.63545047,23.75419062,0.65082894
590,1/02/2016,Feb-16,late aircraft,1484498,61680,423889,24.06773671,23.75419062,0.65082894
591,1/03/2016,Mar-16,late aircraft,1883806,82569,479122,22.81493054,23.75419062,0.65082894
592,1/04/2016,Apr-16,late aircraft,1527439,66607,461630,22.93210924,23.75419062,0.65082894
593,1/05/2016,May-16,late aircraft,1730775,75498,479358,22.92477946,23.75419062,0.65082894
594,1/06/2016,Jun-16,late aircraft,2668568,100361,487637,26.58969121,23.75419062,0.65082894
595,1/07/2016,Jul-16,late aircraft,3295331,113601,502457,29.00794007,23.75419062,0.65082894
596,1/08/2016,Aug-16,late aircraft,2752268,103421,498347,26.6122741,23.75419062,0.65082894
597,1/09/2016,Sep-16,late aircraft,1331620,63686,454878,20.90914801,23.75419062,0.65082894
598,1/10/2016,Oct-16,late aircraft,1296817,63470,472626,20.43196786,23.75419062,0.65082894
599,1/11/2016,Nov-16,late aircraft,1221639,58871,450938,20.75111685,23.75419062,0.65082894
600,1/12/2016,Dec-16,late aircraft,2732073,103593,460949,26.37314297,23.75419062,0.65082894
